Degree,Specialization,CGPA,Job_Role
M.Tech,Mechanical Engineering,7.64,Production Engineer
M.Tech,Metallurgical Engineering,6.41,Quality Control
M.Tech,Metallurgical Engineering,6.47,Quality Control
M.Sc,Anesthesia Technology,8.41,Anesthesia Technician
B.Tech,Biomedical Engineering,6.37,Equipment Technician
B.Sc,Optometry,6.56,Optical Assistant
M.Sc,Radiology,7.6,Radiology Technician
M.Sc,Electronics,7.63,Hardware Repair Lead
M.Sc,Physics,6.83,Forensic Pathologist
M.Sc,Operation Theatre Technology,7.13,Surgical Assistant
B.Tech,Mining Engineering,6.82,Safety Inspector
M.Sc,Dialysis Technology,9.7,Software Engineer
M.Tech,Metallurgical Engineering,9.3,Materials Scientist
B.Tech,Mechanical Engineering,7.43,Maintenance Technician
M.Tech,Biotechnology,7.92,Bioprocess Engineer
M.Sc,Physics,7.3,Lab Technician
B.Tech,Information Technology,7.92,Electrical Engineer
M.Sc,Computer Science,9.08,Database Admin
M.Tech,Mechanical Engineering,9.6,R&D Engineer
B.Tech,Marine Engineering,9.76,Naval Architect
B.Tech,Mechanical Engineering,8.42,Quality Control
B.Tech,Mechanical Engineering,9.71,R&D Engineer
B.Tech,Computer Science and Engineering,6.47,Technical Support
M.Tech,Mechanical Engineering,7.02,Maintenance Technician
B.Tech,Marine Engineering,7.55,Marine Engineer
M.Tech,Information Technology,7.73,IT Engineer
B.Tech,Mining Engineering,7.02,Safety Inspector
B.Tech,Biotechnology,7.18,Senior Scientist
B.Tech,Biomedical Engineering,7.23,Equipment Technician
B.Tech,Information Technology,9.34,Solutions Architect
M.Tech,Mechanical Engineering,8.92,Design Engineer
B.Tech,Chemical Engineering,7.68,Chemical Plant Operator
M.Tech,Electrical and Electronics Engineering,8.7,Control Systems Lead
B.Sc,Medical Laboratory Technology,9.59,Lab Director
B.Tech,Computer Science and Engineering,6.82,Technical Support
M.Sc,Forensic Science,7.77,Crime Scene Investigator
B.Tech,Mechanical Engineering,7.04,Maintenance Technician
M.Sc,Computer Science,9.73,Web Developer
B.Tech,Biotechnology,9.71,Senior Scientist
B.Tech,Aeronautical Engineering,7.73,Aircraft Maintenance Engineer
M.Sc,Physics,7.59,Physics Teacher
M.Sc,Physics,6.81,Lab Technician
M.Tech,Electrical and Electronics Engineering,8.43,Electrical Engineer
M.Tech,Electronics and Communication Engineering,6.84,Network Technician
M.Sc,Forensic Science,6.59,Evidence Custodian
M.Sc,Forensic Science,9.91,Draftsman
M.Sc,Nursing,9.74,Nurse Practitioner
B.Tech,Mechanical Engineering,8.51,R&D Engineer
M.Tech,Textile Engineering,6.58,Textile Designer
B.Sc,Mathematics,7.04,Data Entry Operator
M.Tech,Metallurgical Engineering,7.03,Senior Radiologist
B.Tech,Information Technology,8.78,Solutions Architect
B.Sc,Optometry,7.37,Optical Assistant
B.Sc,Nursing,6.02,Optical Assistant
B.Sc,Chemistry,7.51,Pharmacologist
M.Tech,Marine Engineering,8.0,Marine Engineer
M.Sc,Radiology,6.9,X-Ray Assistant
M.Tech,Biotechnology,7.19,Lab Assistant
B.Sc,Nursing,8.86,Nurse Practitioner
M.Sc,Computer Science,6.82,Sustainability Consultant
M.Tech,Information Technology,6.15,Helpdesk Specialist
B.Tech,Aeronautical Engineering,9.98,Aerodynamics Specialist
M.Tech,Marine Engineering,9.73,Naval Architect
M.Sc,Physics,6.1,Lab Technician
M.Sc,Mathematics,7.08,Data Entry Operator
B.Tech,Aerospace Engineering,7.94,R&D Engineer
M.Tech,Mining Engineering,7.58,Extraction Engineer
M.Tech,Metallurgical Engineering,8.1,Process Metallurgist
B.Sc,Operation Theatre Technology,8.41,OT Technician
M.Tech,Aeronautical Engineering,8.04,Aircraft Maintenance Engineer
M.Tech,Information Technology,6.54,Helpdesk Specialist
B.Sc,Electronics,9.0,Circuit Designer
M.Tech,Electrical and Electronics Engineering,8.11,Electrical Engineer
M.Sc,Anesthesia Technology,6.32,Medical Assistant
B.Tech,Mechanical Engineering,8.89,R&D Engineer
M.Tech,Metallurgical Engineering,6.13,Quality Control
B.Tech,Biomedical Engineering,9.65,Medical Device Designer
M.Sc,Mathematics,7.56,Mathematics Professor
B.Tech,Civil Engineering,8.36,Site Engineer
B.Tech,Electronics and Communication Engineering,9.07,Embedded Systems Lead
B.Sc,Physics,7.43,Lab Technician
M.Tech,Civil Engineering,7.85,Site Engineer
B.Tech,Electronics and Communication Engineering,6.71,Network Technician
B.Sc,Computer Science,7.62,Systems Analyst
M.Sc,Nursing,7.13,Nursing Assistant
M.Sc,Anesthesia Technology,7.46,Environmental Engineer
M.Sc,Anesthesia Technology,9.68,Chief Anesthesia Tech
B.Sc,Optometry,8.18,Eye Consultant
B.Sc,Radiology,6.02,X-Ray Assistant
M.Tech,Electrical and Electronics Engineering,6.4,Maintenance Engineer
B.Tech,Computer Science and Engineering,7.83,Software Engineer
M.Tech,Information Technology,7.24,Physics Teacher
M.Tech,Marine Engineering,6.25,Ship Maintenance
B.Sc,Anesthesia Technology,6.36,Medical Assistant
M.Tech,Biomedical Engineering,9.91,Medical Device Designer
B.Sc,Physics,6.65,Lab Technician
B.Sc,Electronics,8.86,Circuit Designer
B.Sc,Forensic Science,6.2,Evidence Custodian
B.Tech,Electrical and Electronics Engineering,8.02,Electrical Engineer
B.Sc,Medical Laboratory Technology,9.3,Lab Director
B.Tech,Metallurgical Engineering,8.57,Materials Scientist
B.Tech,Chemical Engineering,8.16,OT Technician
M.Tech,Chemical Engineering,8.13,Lab Director
M.Tech,Civil Engineering,8.45,Site Engineer
M.Tech,Mining Engineering,9.55,Mine Manager
M.Sc,Chemistry,6.35,Chemical Assistant
B.Tech,Biomedical Engineering,6.14,Equipment Technician
B.Tech,Marine Engineering,6.36,Ship Maintenance
B.Tech,Environmental Engineering,7.47,Waste Manager
M.Sc,Optometry,9.19,Senior Optometrist
M.Tech,Electrical and Electronics Engineering,8.41,Electrical Engineer
M.Sc,Chemistry,6.33,Chemical Assistant
B.Sc,Forensic Science,7.94,Crime Scene Investigator
M.Sc,Medical Laboratory Technology,8.1,Medical Lab Technologist
B.Sc,Radiology,9.37,Senior Radiologist
B.Sc,Optometry,9.09,Senior Optometrist
M.Sc,Radiology,8.2,Radiology Technician
B.Sc,Radiology,8.71,Senior Radiologist
M.Sc,Radiology,8.66,Senior Radiologist
B.Tech,Chemical Engineering,9.25,Process Design Engineer
B.Tech,Marine Engineering,9.18,Naval Architect
B.Sc,Computer Science,7.38,Computer Instructor
M.Sc,Anesthesia Technology,9.4,Chief Anesthesia Tech
B.Tech,Electrical and Electronics Engineering,7.76,Electrical Engineer
M.Tech,Aeronautical Engineering,7.8,Aircraft Maintenance Engineer
M.Sc,Chemistry,7.59,Pharmacologist
M.Tech,Computer Science and Engineering,9.92,Testing Assistant
B.Sc,Dialysis Technology,9.66,Dialysis Specialist
M.Tech,Mining Engineering,8.85,Mine Manager
M.Tech,Biotechnology,9.88,Genetic Engineer
B.Sc,Radiology,8.8,Senior Radiologist
B.Tech,Environmental Engineering,8.27,Environmental Engineer
M.Tech,Biotechnology,7.51,Nurse Practitioner
M.Tech,Civil Engineering,9.79,Urban Planner
B.Tech,Mining Engineering,6.28,OT Manager
M.Sc,Radiology,8.48,Radiology Technician
B.Sc,Optometry,8.2,Eye Consultant
B.Tech,Mining Engineering,9.02,Mine Manager
M.Tech,Metallurgical Engineering,7.13,Quality Control
B.Tech,Electrical and Electronics Engineering,9.72,Testing Assistant
B.Tech,Mining Engineering,9.34,Mine Manager
B.Tech,Mechanical Engineering,7.59,Production Engineer
B.Tech,Mining Engineering,9.57,Mine Manager
M.Tech,Textile Engineering,8.47,Production Manager
B.Sc,Electronics,7.64,Hardware Repair Lead
B.Tech,Aeronautical Engineering,6.84,Nurse Manager
M.Sc,Operation Theatre Technology,8.43,OT Technician
B.Tech,Petroleum Engineering,7.47,Site Supervisor
M.Tech,Aerospace Engineering,9.57,Spacecraft Systems Engineer
B.Sc,Radiology,6.02,X-Ray Assistant
M.Tech,Aeronautical Engineering,8.22,Aircraft Maintenance Engineer
M.Sc,Chemistry,6.34,Chemical Assistant
M.Tech,Information Technology,6.08,Helpdesk Specialist
M.Tech,Mechanical Engineering,7.24,Maintenance Technician
B.Sc,Optometry,9.28,Senior Optometrist
M.Sc,Chemistry,6.54,Chemical Assistant
B.Tech,Electrical and Electronics Engineering,8.11,Evidence Custodian
M.Tech,Civil Engineering,9.77,Urban Planner
M.Tech,Petroleum Engineering,7.2,Site Supervisor
M.Sc,Forensic Science,7.98,Crime Scene Investigator
B.Sc,Electronics,7.37,Testing Assistant
B.Sc,Radiology,6.16,X-Ray Assistant
M.Tech,Marine Engineering,7.22,Ship Maintenance
M.Tech,Metallurgical Engineering,9.57,Materials Scientist
B.Sc,Forensic Science,8.98,Forensic Pathologist
B.Tech,Biotechnology,6.55,Lab Assistant
M.Tech,Biomedical Engineering,7.68,Biomedical Engineer
M.Sc,Anesthesia Technology,8.1,Technical Writer
B.Sc,Computer Science,7.03,Pharmacologist
M.Tech,Environmental Engineering,8.14,Environmental Engineer
M.Tech,Petroleum Engineering,7.15,Analytical Chemist
B.Sc,Medical Laboratory Technology,6.65,Phlebotomist
M.Tech,Petroleum Engineering,6.25,Site Supervisor
B.Sc,Radiology,6.51,X-Ray Assistant
B.Tech,Civil Engineering,7.82,Site Engineer
B.Tech,Electrical and Electronics Engineering,7.36,Maintenance Engineer
M.Sc,Forensic Science,8.06,Crime Scene Investigator
B.Tech,Marine Engineering,7.46,Ship Maintenance
B.Tech,Chemical Engineering,9.4,Process Design Engineer
B.Sc,Dialysis Technology,9.44,Dialysis Specialist
B.Sc,Nursing,8.03,Registered Nurse
B.Sc,Chemistry,9.55,Analytical Chemist
M.Sc,Forensic Science,6.57,Evidence Custodian
M.Tech,Aeronautical Engineering,9.57,Aerodynamics Specialist
M.Sc,Mathematics,8.04,Mathematics Professor
M.Tech,Biomedical Engineering,9.71,Aerodynamics Specialist
B.Tech,Biotechnology,8.01,Genetic Engineer
M.Tech,Environmental Engineering,9.65,Sustainability Consultant
B.Tech,Chemical Engineering,9.19,Cryptographer
M.Sc,Radiology,8.48,Lab Technician
B.Sc,Operation Theatre Technology,9.08,OT Manager
B.Tech,Electrical and Electronics Engineering,7.33,Maintenance Engineer
B.Tech,Metallurgical Engineering,6.05,Quality Control
M.Sc,Electronics,8.12,Hardware Repair Lead
M.Tech,Marine Engineering,9.46,Naval Architect
M.Tech,Biomedical Engineering,9.99,Safety Officer
M.Tech,Biotechnology,9.24,Senior Scientist
M.Sc,Radiology,8.41,Radiology Technician
B.Tech,Mechanical Engineering,7.26,Maintenance Technician
B.Tech,Civil Engineering,9.42,Structural Engineer
B.Sc,Operation Theatre Technology,6.92,Surgical Assistant
M.Sc,Dialysis Technology,6.43,Health Aide
M.Tech,Biotechnology,7.84,Bioprocess Engineer
M.Tech,Metallurgical Engineering,7.45,Eye Consultant
B.Tech,Marine Engineering,9.85,Naval Architect
B.Tech,Biomedical Engineering,8.87,Medical Device Designer
B.Sc,Statistics,9.42,Data Analyst
B.Sc,Physics,9.46,Astrophysicist
M.Tech,Aeronautical Engineering,9.8,Astrophysicist
M.Tech,Biotechnology,6.07,Lab Assistant
B.Sc,Radiology,9.64,Senior Radiologist
B.Tech,Marine Engineering,6.49,Ship Maintenance
M.Tech,Chemical Engineering,8.06,Chemical Plant Operator
B.Tech,Civil Engineering,7.45,Draftsman
M.Tech,Computer Science and Engineering,7.63,Data Analyst
B.Sc,Forensic Science,7.77,Crime Scene Investigator
M.Sc,Chemistry,8.16,Pharmacologist
B.Tech,Aerospace Engineering,6.88,Quality Inspector
B.Tech,Chemical Engineering,6.15,Safety Officer
B.Tech,Textile Engineering,7.25,Textile Designer
M.Sc,Computer Science,8.17,Systems Analyst
B.Sc,Forensic Science,8.39,Crime Scene Investigator
B.Tech,Textile Engineering,6.62,Chemical Assistant
B.Sc,Computer Science,8.52,Web Developer
M.Tech,Computer Science and Engineering,7.15,Technical Support
B.Sc,Medical Laboratory Technology,8.98,Lab Director
B.Tech,Petroleum Engineering,9.16,Reservoir Engineer
M.Tech,Mining Engineering,8.71,Mine Manager
B.Sc,Chemistry,7.13,Chemical Assistant
B.Tech,Chemical Engineering,8.0,Chemical Plant Operator
M.Tech,Electronics and Communication Engineering,8.85,Embedded Systems Lead
B.Tech,Biotechnology,6.51,Lab Assistant
M.Tech,Civil Engineering,6.21,Process Metallurgist
B.Tech,Biomedical Engineering,7.75,Biomedical Engineer
B.Tech,Textile Engineering,7.82,Draftsman
B.Tech,Environmental Engineering,10.0,Sustainability Consultant
M.Tech,Environmental Engineering,8.07,Environmental Engineer
B.Sc,Radiology,6.79,X-Ray Assistant
M.Tech,Environmental Engineering,7.9,Environmental Engineer
M.Tech,Mechanical Engineering,6.87,Maintenance Technician
B.Tech,Electronics and Communication Engineering,9.72,VLSI Engineer
B.Tech,Aeronautical Engineering,6.68,Technical Writer
B.Tech,Marine Engineering,9.03,Naval Architect
B.Tech,Mining Engineering,8.58,Mine Manager
B.Sc,Computer Science,8.1,Systems Analyst
M.Tech,Electronics and Communication Engineering,7.22,Network Technician
B.Sc,Statistics,7.82,Survey Researcher
M.Tech,Petroleum Engineering,9.35,Reservoir Engineer
B.Sc,Optometry,6.15,Optical Assistant
B.Sc,Electronics,7.34,Testing Assistant
M.Tech,Information Technology,7.02,Helpdesk Specialist
M.Tech,Petroleum Engineering,7.8,Drilling Engineer
M.Tech,Mechanical Engineering,9.13,Design Engineer
B.Sc,Radiology,7.45,X-Ray Assistant
B.Sc,Anesthesia Technology,9.02,Chief Anesthesia Tech
M.Tech,Textile Engineering,6.05,Textile Designer
M.Tech,Petroleum Engineering,9.61,Reservoir Engineer
B.Tech,Electrical and Electronics Engineering,9.47,Control Systems Lead
M.Tech,Aerospace Engineering,8.3,Satellite Controller
B.Sc,Nursing,9.38,Nurse Manager
B.Tech,Civil Engineering,7.54,Site Engineer
M.Tech,Mining Engineering,6.97,Safety Inspector
M.Tech,Chemical Engineering,6.13,Safety Officer
M.Tech,Aeronautical Engineering,9.94,Aerodynamics Specialist
B.Sc,Statistics,8.09,Survey Researcher
M.Sc,Anesthesia Technology,8.8,Chief Anesthesia Tech
B.Tech,Information Technology,8.95,Solutions Architect
M.Tech,Aeronautical Engineering,8.25,Aircraft Maintenance Engineer
M.Tech,Biotechnology,8.96,Genetic Engineer
B.Tech,Mechanical Engineering,8.42,Reservoir Engineer
M.Tech,Textile Engineering,8.84,Equipment Technician
B.Sc,Nursing,9.35,Circuit Designer
M.Sc,Electronics,8.55,Circuit Designer
B.Sc,Optometry,8.03,Eye Consultant
B.Tech,Petroleum Engineering,9.26,Reservoir Engineer
B.Tech,Biotechnology,9.17,Genetic Engineer
B.Sc,Operation Theatre Technology,8.32,OT Technician
M.Tech,Environmental Engineering,6.17,Waste Manager
M.Tech,Chemical Engineering,6.08,Technical Writer
B.Sc,Electronics,8.59,Circuit Designer
B.Sc,Forensic Science,7.84,Crime Scene Investigator
B.Tech,Petroleum Engineering,7.77,Drilling Engineer
B.Sc,Nursing,9.27,Nurse Manager
M.Sc,Dialysis Technology,9.79,Dialysis Specialist
B.Tech,Computer Science and Engineering,8.25,Software Engineer
M.Tech,Textile Engineering,9.02,Fiber Scientist
M.Tech,Mining Engineering,7.28,Safety Inspector
B.Tech,Computer Science and Engineering,7.75,Software Engineer
M.Tech,Biomedical Engineering,7.75,Biomedical Engineer
B.Sc,Nursing,9.3,Nurse Practitioner
B.Sc,Physics,6.85,Lab Technician
B.Tech,Mechanical Engineering,8.6,Design Engineer
B.Sc,Statistics,9.76,Data Analyst
M.Sc,Optometry,9.03,Senior Optometrist
B.Sc,Chemistry,6.16,Equipment Technician
M.Sc,Anesthesia Technology,6.27,Medical Assistant
M.Sc,Optometry,6.39,Optical Assistant
M.Sc,Operation Theatre Technology,8.9,OT Manager
M.Sc,Operation Theatre Technology,9.16,OT Manager
M.Tech,Environmental Engineering,7.49,Design Engineer
M.Sc,Computer Science,8.87,Database Admin
M.Sc,Chemistry,7.36,Chemical Assistant
M.Tech,Computer Science and Engineering,9.19,Data Scientist
B.Tech,Biotechnology,7.49,Lab Assistant
M.Sc,Anesthesia Technology,6.61,Medical Assistant
B.Tech,Civil Engineering,7.8,Safety Officer
M.Tech,Information Technology,8.26,Senior Scientist
B.Tech,Marine Engineering,9.0,Naval Architect
B.Tech,Civil Engineering,6.67,Draftsman
B.Sc,Optometry,6.26,Optical Assistant
M.Sc,Medical Laboratory Technology,7.57,Medical Lab Technologist
B.Tech,Electrical and Electronics Engineering,7.24,Maintenance Engineer
B.Sc,Computer Science,8.16,Systems Analyst
B.Sc,Nursing,6.5,Nursing Assistant
B.Tech,Petroleum Engineering,6.92,Site Supervisor
M.Sc,Radiology,8.07,Dialysis Specialist
M.Tech,Civil Engineering,8.03,Site Engineer
M.Tech,Civil Engineering,8.88,Structural Engineer
B.Sc,Statistics,7.46,Data Clerk
B.Sc,Forensic Science,8.56,Forensic Pathologist
B.Sc,Chemistry,7.21,Chemical Assistant
M.Tech,Chemical Engineering,7.85,Chemical Plant Operator
B.Tech,Mining Engineering,6.63,Web Developer
M.Tech,Electrical and Electronics Engineering,9.61,Medical Lab Technologist
M.Tech,Petroleum Engineering,8.05,Drilling Engineer
B.Sc,Physics,8.26,Physics Teacher
M.Tech,Textile Engineering,9.1,Fiber Scientist
M.Sc,Forensic Science,6.1,Evidence Custodian
M.Tech,Petroleum Engineering,9.31,Reservoir Engineer
B.Sc,Medical Laboratory Technology,7.84,Medical Lab Technologist
B.Tech,Textile Engineering,9.44,Fiber Scientist
M.Sc,Chemistry,9.54,Analytical Chemist
B.Sc,Operation Theatre Technology,6.76,Surgical Assistant
M.Sc,Dialysis Technology,6.36,Health Aide
B.Tech,Environmental Engineering,9.59,Sustainability Consultant
M.Tech,Computer Science and Engineering,9.96,AI Engineer
B.Tech,Electrical and Electronics Engineering,7.94,Electrical Engineer
B.Tech,Civil Engineering,7.89,Textile Designer
M.Sc,Forensic Science,6.89,Evidence Custodian
B.Tech,Electrical and Electronics Engineering,9.97,Power Systems Engineer
B.Tech,Electronics and Communication Engineering,9.48,Forensic Pathologist
M.Sc,Optometry,7.64,Eye Consultant
M.Sc,Forensic Science,9.9,Forensic Pathologist
B.Sc,Mathematics,8.62,VLSI Engineer
M.Sc,Chemistry,7.6,Pharmacologist
M.Sc,Nursing,7.88,Registered Nurse
B.Tech,Aeronautical Engineering,7.95,Aircraft Maintenance Engineer
B.Tech,Computer Science and Engineering,6.79,Technical Support
M.Sc,Nursing,8.22,Registered Nurse
B.Sc,Medical Laboratory Technology,6.2,Phlebotomist
B.Sc,Optometry,6.27,Optical Assistant
M.Tech,Textile Engineering,9.26,Fiber Scientist
M.Sc,Computer Science,9.52,Web Developer
B.Sc,Chemistry,8.43,Pharmacologist
M.Sc,Operation Theatre Technology,8.7,OT Manager
M.Sc,Computer Science,6.4,Computer Instructor
M.Tech,Aeronautical Engineering,6.19,Technical Writer
B.Sc,Forensic Science,9.42,Forensic Pathologist
B.Sc,Optometry,9.51,Senior Optometrist
B.Tech,Aeronautical Engineering,8.01,Aircraft Maintenance Engineer
B.Sc,Computer Science,6.52,Computer Instructor
M.Tech,Biomedical Engineering,7.8,Chemical Assistant
B.Sc,Operation Theatre Technology,7.65,OT Technician
M.Tech,Information Technology,6.92,Helpdesk Specialist
M.Tech,Chemical Engineering,9.58,Equipment Technician
M.Tech,Metallurgical Engineering,6.32,Data Scientist
B.Sc,Operation Theatre Technology,8.53,OT Manager
M.Tech,Mining Engineering,8.86,Mine Manager
B.Tech,Chemical Engineering,6.3,Safety Officer
B.Tech,Computer Science and Engineering,8.48,Software Engineer
M.Tech,Biomedical Engineering,6.86,Equipment Technician
B.Tech,Biotechnology,7.58,Bioprocess Engineer
M.Sc,Forensic Science,9.53,Forensic Pathologist
M.Sc,Physics,8.83,Data Clerk
M.Sc,Dialysis Technology,8.05,Phlebotomist
M.Tech,Marine Engineering,9.35,Naval Architect
M.Sc,Optometry,9.9,Senior Optometrist
M.Sc,Computer Science,8.15,Systems Analyst
B.Tech,Chemical Engineering,8.42,Chemical Plant Operator
B.Sc,Operation Theatre Technology,8.86,OT Manager
B.Sc,Medical Laboratory Technology,6.29,Phlebotomist
M.Sc,Operation Theatre Technology,7.93,OT Technician
M.Tech,Petroleum Engineering,9.44,Reservoir Engineer
B.Tech,Biotechnology,9.96,Genetic Engineer
B.Sc,Chemistry,9.56,Analytical Chemist
B.Tech,Mechanical Engineering,8.33,Production Engineer
B.Tech,Information Technology,9.04,Cloud Architect
M.Tech,Civil Engineering,9.79,Urban Planner
B.Tech,Electronics and Communication Engineering,8.23,Electronics Engineer
M.Tech,Aeronautical Engineering,7.46,Technical Writer
B.Tech,Electrical and Electronics Engineering,6.54,Maintenance Engineer
M.Tech,Computer Science and Engineering,9.79,AI Engineer
B.Tech,Textile Engineering,9.87,Fiber Scientist
B.Sc,Optometry,6.93,Optical Assistant
B.Tech,Marine Engineering,6.7,Ship Maintenance
